ref_code,token,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01,2026-06-01,2026-07-01,total
2222,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.677765476597324,14.746531904549192,1.6091233766164e-09,7.668522948115172e-10,25.424297383522493
1017,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010465716280157801,1.3820425682135233,2.2535930167651133,2.3288776695207485,2.4270441844543367,3.336555385872372,3.4839677841933248,3.3694259356430223,3.5019563907612827,1.103591037411464,0.013374590672048802,0.0136764409355986,0.0132760872114866,0.013760041933090801,0.0133557644641364,0.0076837000652598,23.272646314396965
190,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582479686580367,0.0,0.0,7.619523117508173,6.798079782737516,4.860938632120878,0.0,19.436789501024602
219,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.263484409268685,0.0,0.0,0.0,14.263484409268685
132,spPYUSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002692086274316,0.0017896274734932,0.0001562807097113,0.0119981988758253,0.0081024718028665,0.0004486262090832,0.2688005517983651,10.539691501620426,10.831256467117203
3333,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.10689030195678371,0.6063695725124593,0.5701363158042075,0.5146480797680186,0.5653649589821435,0.7248876671124549,0.6695846107721887,1.057062974302146,0.9824428509137654,0.9023304203028923,0.7135887053081605,0.4102330743170206,0.48429439760770315,0.4880023491789134,0.4849075110990487,0.38959429176708116,0.2413896235227766,9.911727705227763
204,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.080614387616751,4.560663661147945,0.0,0.0,2.05595683472231e-08,7.641278069324264
200,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.104809893031371,0.0,0.4806163654193227,0.5034409367035659,0.0172432055902348,0.0041703549266882,2.542025575256907,5.65230633092809
129,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004444596227240427,0.0004392706245131133,0.2850639451955943,0.5123431150708773,0.6812313854930836,0.8954510049509298,0.8351283059180907,0.6323936740002285,3.842495160876041
9998,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000378471775566,0.0024646516588321963,0.006476266916977235,0.002487239527415142,3.791455669117523,0.0010495162083290622,0.0017952852738089093,0.0020114294506207537,0.0008878885804577354,0.0018056617723542488,0.0009192013180995527,0.0006914550557539465,0.0002558217756159816,0.0003980914233310863,0.00013839640473720794,3.8132150462594225
214,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.709176351375614e-06,0.1490199599907158,3.173446952946674,3.322473622113741
198,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026807479919906,1.1664625125273964,0.4260058042172949,0.01632283303932784,0.014845726730358541,0.016888672313058475,0.016445239842848028,0.017134718619706415,0.00913016352329395,0.0002074641349303445,1.6861238829402057
196,sUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056517307616829,0.0206022761289719,0.0159404839545157,0.0226421504723424,0.0317921847436433,0.2233904436224951,0.2541009830215702,0.2461022382650115,0.2545845933201827,0.2463520458960491,0.1417287071969012,1.462887837383366
13425,sUSDS,0.0,0.1431066418942096,0.1761224427674841,0.1833913609481262,0.185223327709338,0.1687944842289215,0.1879513339398397,0.1826399898277502,0.1005324523536947,0.0001889072442534,0.0001959234503585,0.0001966735365822,0.0001910684983327,0.0001982040776828,0.0001925275010213,0.0001996525126685,0.0001670192247433,0.0001513350071333,0.0001680721428833,0.0001631521268763,0.000169099529969,0.0001641312943844,9.442631612438351e-05,1.3302022261323776
205,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005315126059556,0.0088971544934479,0.1975914559891904,0.2057577664733536,0.2127711426309872,0.2029670562487696,0.2096269241081709,1.0381430125498752
214,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.222502325439388e-06,1.154406698115298e-05,0.6492543562221954,0.649272122791502
198,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541268686270633,0.5165882380453045,0.0169596946572489,0.0023690493436559,0.0021032432755914,0.0022106769193196,0.002144989130188,0.0022215974478269,0.0012504899703891,0.0007561787767777,0.6007310261933654
217,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4975482178841974,0.4975482178841974
1016,USDS-SPK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413963809930457e-05,0.0,0.4422224278365224,0.0,0.0,0.0,0.4422465674746217
1017,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238070409091449,0.0795510411188638,0.072217160045219,0.0464197016558509,0.0483655578664718,0.0461369656740174,0.0476508374347926,0.36414830470436044
200,sUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.870425348069329e-05,0.1329642843123545,0.1391043259151728,8.724447429225608e-05,9.29687803588014e-05,0.00012574941969345138,7.410457757928168e-05,0.2724773817329318
1017,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426587060963555,0.0,0.0,0.0,0.0,0.0,0.0,0.0426587060963555
303,sUSDS,0.0,0.0010247124488725,0.001977572486015,0.0020591907759459,0.0020797608237225,0.0018952912675808,0.0021103919572587,0.002050754083659,0.0021269220151416,0.0020658966384577,0.0021426261289785,0.0021508290997762,0.0020895321933304,0.0021675671540918,0.0021054879009143,0.0021834072928839,0.0018265284442567,0.0016550052580214,0.0018380431961377,0.0017842377183736,0.0018492787394603,0.0017949459306058,0.0010326496997733,0.042010631253257595
204,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000402499773815989,0.00011968856349788112,0.0149338687117023,0.018989912773162497,0.0061889112670309,0.0010711463013777,0.04170602739058727
555,sUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040451400614592,0.0038442402801141,0.0042694001465769,0.0041444209757199,0.0042954980263271,0.0041692939727038,0.0023986350205692,0.0271666284834702
205,sUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005949248945278,0.0243030346865631,0.0,0.0,0.0,0.0,0.0,0.0248979595810909
171,sUSDS,0.0,0.0,0.0,0.0,0.0,1.0127386167872104e-05,0.00011751553632520498,0.00015647984739780037,0.000309960501961071,0.00042170296088970004,0.0004724716166918,0.0004926597024502025,0.00047861929557000045,0.0010770610762468034,0.0024241640745419,0.0025309630591034997,0.0021172760729902002,0.0019184497479358001,0.0021306237483142,0.0020682534901209004,0.0021436477705345045,0.002080666240448,0.0011970273487859001,0.022147669476475364
0,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.772900470832357e-07,1.4911404290327084e-05,0.0011486189186525,0.0033027505412955,0.00446675815428541
223,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011179653773255,0.0019131756254651,0.001127761902164,0.0041589029049546
3001,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6596740899378465e-08,0.0017306786429759561,0.001091114815142365,0.0028218200548592205
206,sUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005301148553597,0.0008226657739649,0.0004732875514595,0.0018260681807840998
100,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010533279638709,0.0006385991412551,0.0016919271051259999
2,sUSDS,0.0,0.0,0.0,0.0,4.1780341915700136e-19,0.0,5.584974868127133e-20,1.0323935914690622e-19,0.0009794940112329005,2.2713635844847958e-23,7.827701222770543e-21,6.490936943414363e-17,3.473349706059752e-11,4.419829974337142e-15,7.69801016033649e-15,8.014335979730833e-15,6.684549236285797e-15,6.056815527568082e-15,6.726689793217358e-15,6.529777795249059e-15,6.764059537758732e-15,6.561803963486134e-15,3.599070258893614e-15,0.000979494046029518
123,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009315975702948,0.0009315975702948
3007,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1089435731366586e-08,0.0004737928136351,0.0004738439030708314
223,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001388525202498,0.0001639098803784,0.0001697127961131,0.0004724751967413
184,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020769220228110082,0.0002358338639711,0.00044352606625220085
4012,spUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001030555407685,0.0001583363362376,0.0001635317561061,0.0004249236331122
1002,USDS-SPK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003983595235856,0.0003983595235856
999,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001136549253037,0.0001693176004863,0.00028297252579
170,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.277904076178813e-07,1.0444326487676208e-05,1.604584945623312e-05,1.6107280441664415e-05,1.5648235851634968e-05,1.6232629561655303e-05,1.5767726078322937e-05,1.6351254308636015e-05,1.3678634852662328e-05,1.2394119935495577e-05,1.376486733751346e-05,1.3361925086204767e-05,1.3849008865648146e-05,1.3442117500130735e-05,7.733379799436545e-06,0.00019564914597053242
217,spUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001781247713304,0.0001781247713304
3008,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0599199888002366e-05,7.766657149181292e-05,0.0001082657713798153
2002,stUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3613582247595744e-08,2.4253456405189995e-05,8.005568755688425e-05,0.00010432275754432184
2018,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.935215521156147e-05,8.935215521156147e-05
205,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92926170209157e-06,3.05251760292138e-05,0.0,0.0,0.0,0.0,4.045443773130537e-05
2000,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2340667242077928e-06,4.24958335704858e-06,4.124728301224436e-06,2.372995960089104e-06,1.2981374342569912e-05
3007,stUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.866152902904697e-06,2.866152902904697e-06
3002,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2119716002574784e-06,1.2119716002574784e-06
10,sUSDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5025358710190685e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5025358710190685e-07
2003,sUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2460466125637227e-15,1.3723579194193954e-08,5.202481405162402e-08,0.0,6.574839549186459e-08
184,stUSDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1562736284223151e-09,0.0,1.1562736284223151e-09
-999999,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,spETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
